Body ID,articleBody
2923,"Dolly Rebecca Parton Dean  ( born January 19 , 1946 )  , professionally known as Dolly Parton , is an American singer , songwriter , multi-instrumentalist , record producer , actress , author , businesswoman , and philanthropist , known primarily for her work in country music ."
2924,"It is located on the southeast coast of the Persian Gulf and is the capital of the Emirate of Dubai , one of the seven emirates that make up the country ."
2925,"William Shatner  ( born March 22 , 1931 )  is a Canadian actor , author , producer , and director ."
2926,"Christopher Michael Pratt  ( born June 21 , 1979 )  is an American actor ."
2927,"Blending psychological horror with film noir , the film stars Kyle MacLachlan , Isabella Rossellini , Dennis Hopper and Laura Dern ."
2928,"John Felix Anthony Cena Jr.  (  [ ˈsiːnə ]  born April 23 , 1977 )  is an American professional wrestler , rapper , actor , and reality television show host ."
2929,"He was born in Bridgeport , Connecticut , and raised in nearby Fairfield ."
2930,"Las Vegas is an internationally renowned major resort city known primarily for its gambling , shopping , fine dining , entertainment , and nightlife ."
2931,"The song was produced by RedOne and co-written by RedOne , Gaga and Akon , while also featuring labelmate Colby O'Donis ."
2932,"Founded in 2010 by Robert James Russell and Jeff Pfaller , Midwestern Gothic publishes both fiction , essays and poetry ."
2933,Dirt  ( styled d!rt for logos )  is an American television serial broadcast on the FX network .
2934,"She then ventured into film , appearing in 50 First Dates  ( 2004 )  and A Prairie Home Companion  ( 2006 )  ."
2935,"Distributed by Summit Entertainment and Lionsgate Films , the series consists of four science fiction films set in a dystopian society ."
2936,"Kick-Ass is a 2010 British-American superhero black comedy film based on the comic book of the same name by Mark Millar and John Romita , Jr. ."
2937,"Spain  ( España  [ esˈpaɲa ]  )  , officially the Kingdom of Spain  (  [ Reino de España , links = no ]  )  , is a sovereign state located on the Iberian Peninsula in southwestern Europe , with two large archipelagoes , the Balearic Islands in the Mediterranean Sea and the Canary Islands off the North African Atlantic coast , two cities Ceuta and Melilla in the North African mainland and several small islands in the Alboran Sea near the Moroccan coast ."
2938,"Doctor Zhivago  ( До́ктор Жива́го , Doktor Zhivago  [ ˈdoktər ʐɨˈvaɡə ]  )  is a novel by Boris Pasternak , first published in 1957 in Italy ."
2939,"Divorced from actor Brad Pitt , to whom she was married for five years , she has been married to actor Justin Theroux since 2015 ."
2940,She appeared in a Buick Super Bowl commercial during Super Bowl 50 .
2941,"Reds is a 1981 American epic drama film co-written , produced and directed by Warren Beatty ."
2942,"Christopher Maurice `` Chris '' Brown  ( born May 5 , 1989 )  is an American singer , songwriter , and dancer ."
2943,"Belgium  (  [ ˈbɛldʒəm ]  België  [ ˈbɛlɣijə ]  ; Belgique  [ bɛlʒik ]  ; Belgien  [ ˈbɛlɡi̯ən ]  )  , officially the Kingdom of Belgium , is a sovereign state in Western Europe bordered by France , the Netherlands , Germany , Luxembourg , and the North Sea ."
2944,"It stars Evan Rachel Wood , with Wood 's character `` Tracy '' being loosely based upon Reed ."
2945,`` The Catalyst '' is a song by American rock band Linkin Park .
2946,The band first gained exposure in 2012 with the releases of their debut studio album Night Visions and its first single `` It 's Time '' .
2947,"It has a high rate of economic development and literacy , as well as a low rate of unemployment ."
2948,"He attended the Actors Studio , made his first television appearance in 1954 , and soon after appeared alongside James Dean in Rebel Without a Cause  ( 1955 )  and Giant  ( 1956 )  ."
2949,"The Major League Baseball Most Valuable Player Award  ( MVP )  is an annual Major League Baseball  ( MLB )  award , given to one outstanding player in the American League and one in the National League ."
2950,Time magazine chose the book as one of the 100 best English-language novels  ( 1923 to 2005 )  ; it also featured at number 31 on the Modern Library List of Best 20th-Century Novels .
2951,"Because he had originally agreed not to run for a second term in Congress , and because his opposition to the Mexican -- American War was unpopular among Illinois voters , Lincoln returned to Springfield and resumed his successful law practice ."
2952,Donald Edmond `` Donnie '' Wahlberg Jr. .
2953,"Slovakia is also a member of the Schengen Area , NATO , the United Nations , the OECD , the WTO , CERN , the OSCE , the Council of Europe and the Visegrád Group ."
2954,"Joaquín Rafael Phoenix  (  [ ˌhwɑːˈkiːn ]  born Joaquín Rafael Bottom ; October 28 , 1974 )  , known formerly as Leaf Phoenix , is a Puerto Rican -- born American actor , producer , music video director , musician and activist ."
2955,"Francis Albert Sinatra  (  [ sᵻˈnɑːtrə ]   [ siˈnaːtra ]  ; December 12 , 1915 -- May 14 , 1998 )  was an American singer , actor , and producer who was one of the most popular and influential musical artists of the 20th century ."
2956,"Puerto Rico  ( Spanish for `` Rich Port '' )  , officially the Commonwealth of Puerto Rico  ( Estado Libre Asociado de Puerto Rico , `` Free Associated State of Puerto Rico '' )  and briefly called Porto Rico , is an unincorporated territory of the United States located in the northeast Caribbean Sea ."
2957,"Carpenter began recording the album in 2015 after releasing her first studio album , Eyes Wide Open ."
2958,The Last House on the Left is a 2009 American horror film directed by Dennis Iliadis and written by Carl Ellsworth and Adam Alleca .
2959,Supernatural is an American fantasy horror television series created by Eric Kripke .
2960,"Vitamin B12 , also called cobalamin , is a water-soluble vitamin that has a key role in the normal functioning of the brain and nervous system , and the formation of red blood cells ."
2961,"Miley Ray Cyrus  ( born Destiny Hope Cyrus ; November 23 , 1992 )  is an American singer , songwriter , and actress ."
2962,"War Dogs is a 2016 American biographical black comedy-drama film directed by Todd Phillips and written by Phillips , Jason Smilovic and Stephen Chin , based on a Rolling Stone article by Guy Lawson ."
2963,"Central America  ( América Central or Centroamérica )  is the southernmost , isthmian portion of the North American continent , which connects with South America on the southeast ."
2964,"Lieutenant General Leslie Richard Groves Jr.  ( 17 August 1896 -- 13 July 1970 )  was a United States Army Corps of Engineers officer who oversaw the construction of the Pentagon and directed the Manhattan Project , a top secret research project that developed the atomic bomb during World War II ."
2965,"Joaquín Rafael Phoenix  (  [ ˌhwɑːˈkiːn ]  born Joaquín Rafael Bottom ; October 28 , 1974 )  , known formerly as Leaf Phoenix , is a Puerto Rican -- born American actor , producer , music video director , musician and activist ."
2966,"Produced by Allu Aravind under the Geetha Arts banner , it features Allu Arjun , Aadhi Pinisetty , Rakul Preet Singh and Catherine Tresa in the lead roles while Srikanth appears in a supporting role ."
2967,"Adrien Jerome Broner  ( born July 28 , 1989 )  is an American professional boxer ."
2968,"Ronin is a 1998 American spy action-thriller film directed by John Frankenheimer , starring Robert De Niro , Jean Reno , Natascha McElhone , Stellan Skarsgård , Sean Bean , and Jonathan Pryce , and written by David Mamet  ( under the pseudonym Richard Weisz )  from a screenplay by first-time writer John David Zeik ."
2969,"The film was nominated for ten Academy Awards at the 68th Academy Awards and won five : Best Picture , Best Director , Best Cinematography , Best Makeup , and Best Sound Editing ."
2970,Fifty Shades of Grey is a 2011 erotic romance novel by British author E. L. James .
2971,"The 1980s Lakers were nicknamed `` Showtime '' due to their Magic Johnson-led fast break-offense , and won five championships in a 9-year span , including their first ever Finals championship against the Celtics in 1985 ."
2972,"In response to the invasion , Carter ended détente , escalated the Cold War , and led the international boycott of the 1980 Summer Olympics in Moscow ."
2973,"Born and raised in Tennessee , he appeared on the television shows Star Search and The All-New Mickey Mouse Club as a child ."
2974,"Best known as a founder member of the band Pink Floyd , Barrett was the lead singer , guitarist and principal songwriter in its early years and is credited with naming the band ."
2975,The Hangover Part III is a 2013 American comedy film produced by Legendary Pictures and distributed by Warner Bros. .
2976,"The weeklong clashes resulted in the deaths of hundreds of people , thousands by some accounts , mostly at the hands of security forces and the military ."
2977,"The Wayans Bros. is an American sitcom that aired from January 11 , 1995 , to May 20 , 1999 , on The WB Television Network ."
2978,"Thomas grew up in Savannah , Georgia , and was educated at the College of the Holy Cross and at Yale Law School ."
2979,"The series follows the experiences of teenager Sonny Munroe , portrayed by Demi Lovato , who becomes the newest accepted cast member of her favorite live comedy television show , So Random !"
2980,"Mauritius  (  [ məˈrɪʃəs ]  or  [ məˈrɪʃiːəs ]  Maurice )  , officially the Republic of Mauritius  ( République de Maurice )  , is an island nation in the Indian Ocean about 2000 km off the southeast coast of the African continent ."
2981,He is known for playing Sheldon Cooper in the CBS sitcom The Big Bang Theory .
2982,He was initially convicted of 48 separate murders and later confessed to nearly twice that number .
2983,"Interpersonal psychotherapy  ( IPT )  is a brief , attachment-focused psychotherapy that centers on resolving interpersonal problems and symptomatic recovery ."
2984,"Water is a transparent and nearly colorless chemical substance that is the main constituent of Earth 's streams , lakes , and oceans , and the fluids of most living organisms ."
2985,"Asteroid Day  ( also known as International Asteroid Day )  is an annual global event that aims to raise awareness about asteroids and what can be done to protect the Earth , its families , communities , and future generations ."
2986,"Major League Soccer  ( MLS )  is a men 's professional soccer league , sanctioned by U.S. Soccer , that represents the sport 's highest level in both the United States and Canada ."
2987,To the south it borders and merges into the Arabian Desert .
2988,"It stars Ryan Gosling , Bradley Cooper , Eva Mendes , Emory Cohen and Dane DeHaan , with Ben Mendelsohn , Rose Byrne , Mahershala Ali , Bruce Greenwood , Harris Yulin , and Ray Liotta in supporting roles ."
2989,"After performing in several stage productions , she began acting in films by auteur directors Jean-Luc Godard  ( Hail Mary , 1985 )  , Jacques Doillon  ( Family Life , 1985 )  and André Téchiné , who made her a star in France with the leading role in his 1985 drama Rendez-vous ."
2990,"Since the show 's inception in 1963 , the character has been portrayed by twelve lead actors ."
2991,"A mole is a massive structure , usually of stone , used as a pier , breakwater , or a causeway between places separated by water ."
2992,"After 10 years , during which he did not appear in a successful film , he won his second Academy Award for playing Vito Corleone in Francis Ford Coppola 's The Godfather , a role critics consider among his greatest ."
2993,He is considered to have been a central figure of the New Hollywood wave of filmmaking .
2994,"Angell won multiple Emmy Awards as the creator and executive producer , along with Peter Casey and David Lee , of the comedy series Frasier ."
2995,"A Nightmare on Elm Street is a 2010 American slasher film directed by Samuel Bayer and written by Wesley Strick and Eric Heisserer as a remake of Wes Craven 's 1984 film of the same name , which revolves around a group of teenagers who are being stalked in their dreams by an enigmatic man named Freddy Krueger ."
2996,"It was broadcast on Sunday at 9:00 pm in the United States , consisting of 10 episodes , each running approximately 50 -- 60 minutes ."
2997,"Beginning in the 16th century , British and French claims were made on the area , with the colony of Canada first being established by the French in 1535 during Jacques Cartier 's second voyage to New France ."
2998,The blue whale  ( Balaenoptera musculus )  is a marine mammal belonging to the baleen whales  ( Mysticeti )  .
2999,"The film stars Katherine Heigl , Rosario Dawson , Geoff Stults , Isabella Rice and Cheryl Ladd , and follows a divorcée who begins to torment the new fiancé of her ex-husband ."
3000,"Seth Woodbury MacFarlane  (  [ ˈsɛθ ˈwʊdbɛri məkˈfɑrlɪn ]  born October 26 , 1973 )  is an American actor , filmmaker , and singer , working primarily in animation and comedy , as well as live-action and other genres ."
3001,"Farrah Fawcett  ( born Ferrah Leni Fawcett ; February 2 , 1947 -- June 25 , 2009 )  was an American actress and artist ."
3002,"The series focused on the lives of a group of teenage friends living in the fictional suburban town of Point Place , Wisconsin , from May 17 , 1976 , to December 31 , 1979 ."
3003,"Vallejo  (  [ vəˈleɪ.oʊ ,   - hoʊ ]  ; Spanish :  [ baˈʎexo ]  )  is a waterfront port city in Solano County , California , located in the North Bay region of the San Francisco Bay Area ."
3004,"The film is directed by James Mangold , who co-wrote the screenplay with Scott Frank and Michael Green , from a story by Mangold ."
3005,"ChristianityFrom Ancient Greek Χριστός , Khristós  ( Latinized as Christus )  , translating Hebrew מָשִׁיחַ , Māšîăḥ , meaning `` the anointed one '' , with the Latin suffixes - ian and - itas ."
3006,Home Alone is a 1990 American Christmas comedy film written and produced by John Hughes and directed by Chris Columbus .
3007,"Role Models is a 2008 American comedy film directed by David Wain and written by David Wain , Timothy Dowling , Paul Rudd and Ken Marino ."
3008,"Karan Johar  ( born 25 May 1972 )  , often informally referred to as KJo , is an Indian film director , producer , screenwriter , costume designer , actor and television personality who is primarily known for his work in Hindi films ."
3009,"Sir Charles Spencer `` Charlie '' Chaplin ,  ( 16 April 1889 -- 25 December 1977 )  was an English comic actor , filmmaker , and composer who rose to fame during the era of silent film ."
3010,"War of the Worlds is a 2005 American science fiction disaster film directed by Steven Spielberg and written by Josh Friedman and David Koepp , loosely based on the novel of the same title by H. G. Wells ."
3011,"Roman Bernard Atwood  ( born May 28 , 1983 )  is an American YouTube personality , comedian , vlogger and pranker ."
3012,It is the home of seven private and two public schools .
3013,"The film stars Kirsten Dunst , Eliza Dushku , Jesse Bradford , and Gabrielle Union ."
3014,"Paquin went on to become a successful child actress , receiving multiple Young Artist Award nominations for her roles in Fly Away Home  ( 1996 )  , The Member of the Wedding  ( 1997 )  , and A Walk on the Moon  ( 1999 )  , and was nominated for a Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture for appearing in Cameron Crowe 's comedy-drama film Almost Famous  ( 2000 )  ."
3015,"Demi Gene Guynes  (  [ dəˈmiː ]  ; born November 11 , 1962 )  , professionally known as Demi Moore , is an American actress , former songwriter , and model ."
3016,"He has won 42 events on the PGA Tour , including five major championships : three Masters titles  ( 2004 , 2006 , 2010 )  , a PGA Championship  ( 2005 )  , and an Open Championship  ( 2013 )  ."
3017,"The United Kingdom of Great Britain and Northern Ireland , commonly known as the United Kingdom  ( UK )  or Britain , is a sovereign country in western Europe ."
3018,"Nelson Rolihlahla Mandela  (  [ mænˈdɛlə ]  18 July 1918 -- 5 December 2013 )  was a South African anti-apartheid revolutionary , politician , and philanthropist , who served as President of South Africa from 1994 to 1999 ."
3019,"A former U.S. Navy SEAL and special warfare operator , O'Neill is best known for claiming to have fired the head shots that killed Osama bin Laden during the raid on his Abbottabad compound on May 1 , 2011 ."
3020,", Alonso is the only Spanish driver to have won a Formula One Grand Prix and is the driver with the sixth highest number of Grand Prix wins , with ."
3021,"Will is the son of Bootstrap Bill Turner , and he works to free his father from service to Davy Jones ."
3022,"Down syndrome  ( DS or DNS )  , also known as trisomy 21 , is a genetic disorder caused by the presence of all or part of a third copy of chromosome 21 ."
3023,"The anime series began airing in the United States and Canada in 2005 , and in the United Kingdom and Australia in 2006 and 2007 , respectively ."
3024,Kristen Jaymes Stewart  ( born )  is an American actress and model .
3025,"He has been the team president of the Miami Heat since 1995 and head coach in two separate tenures  ( 1995 through 2003 , and 2005 through 2008 )  ."
3026,"It was first released on August 27 , 2002 , by Immortal Records and distributed by Virgin Records ."
3027,He has been married to Victoria Beckham since 1999 and they have four children .
3028,"The Fujitsu iPAD is a lightweight handheld device that was introduced by Fujitsu , in 2002 ."
3029,"The song also attained top ten placements in twelve other countries , reaching the top five in Australia , Canada , the Netherlands , New Zealand and the United Kingdom ."
3030,"Maya Khabira Rudolph  ( born July 27 , 1972 )  is an American actress , comedian , and singer ."
3031,"Lymph nodes are major sites of B and T lymphocytes , and other white blood cells ."
3032,Cloud Atlas is a 2012 German-American science fiction film written and directed by The Wachowskis and Tom Tykwer .
3033,"Common side effects include : constipation , itchiness and nausea , among others ."
3034,"He first rose to fame for his comedic film roles in Night Shift  ( 1982 )  , Mr. Mom  ( 1983 )  , Johnny Dangerously  ( 1984 )  and Beetlejuice  ( 1988 )  , and he earned further acclaim for his dramatic portrayal of the title character in Tim Burton 's Batman  ( 1989 )  and Batman Returns  ( 1992 )  ."
3035,"Hong Kong , officially the Hong Kong Special Administrative Region of the People 's Republic of China , is an autonomous territory on the Pearl River Delta of China ."
3036,"It commemorates Major General Benedict Arnold 's service at the Battles of Saratoga in the Continental Army , but contrives not to name him ."
3037,"The Second Punic War , also referred to as The Hannibalic War and  ( by the Romans )  the War Against Hannibal , lasted from 218 to 201 BC and involved combatants in the western and eastern Mediterranean ."
3038,Braveheart is a 1995 American epic war film directed by and starring Mel Gibson .
3039,"Norovirus , sometimes referred to as the winter vomiting bug in the UK and Ireland , is the most common cause of viral gastroenteritis in humans ."
3040,"He has been at Pixar since 2007 , where he started as a 2D animator on Ratatouille ."
3041,"Despite receiving generally negative reviews from critics , the five films have grossed a total of $ 539 million , against a combined budget of $ 212 million ."
3042,He is best known for playing Luke Skywalker in the Star Wars film series .
3043,"Marta Fran Kauffman  ( born September 21 , 1956 )  is an American writer and TV producer , best known as the co-creator of the popular sitcom Friends , alongside David Crane ."
3044,"The film features Vijay , Surya , Kausalya and Simran in lead roles ."
3045,Ser Gregor Clegane is a huge knight and the elder brother of Sandor Clegane .
3046,"After graduating from a four-year theatre program at York University in 2001 , she initially worked in Canadian television and film productions such as the drama film Perfect Pie  ( 2002 )   ( for which she received a Genie Award nomination )  , the comedy film My Name Is Tanino  ( 2002 )  , and the comedy series Slings and Arrows  ( for which she won a Gemini Award )  ."
3047,These fears can be triggered by perceived or actual scrutiny from others .
3048,"In 1997 , MLB `` universally '' retired his uniform number , 42 , across all major league teams ; he was the first pro athlete in any sport to be so honored ."
3049,"Common cosmetics include lipstick , mascara , eye shadow , foundation , rouge , skin cleansers and skin lotions , shampoo , hairstyling products  ( gel , hair spray , etc. )  , perfume and cologne ."
3050,"Mel Colmcille Gerard Gibson  ( born January 3 , 1956 )  is an American actor and filmmaker ."
3051,"He has appeared in a number of films in the 1990s , including the sports film Rudy  ( 1993 )  , the sci-fi adventure dinosaur film The Lost World : Jurassic Park  ( 1997 )  , and the drama-thriller Return to Paradise  ( 1998 )  ."
3052,"Jeffrey Lynn Goldblum  (  [ ˈɡoʊldbluːm ]  born October 22 , 1952 )  is an American actor who has received nominations for an Oscar , an Emmy , a Genie and a Drama Desk Award throughout his career and is best known for starring in the highest-grossing films of his era , Jurassic Park  ( 1993 )  and Independence Day  ( 1996 )  , as well as their respective sequels , The Lost World : Jurassic Park  ( 1997 )  , Independence Day : Resurgence  ( 2016 )  , and Jurassic World 2  ( 2018 )  ."
3053,"Timberlake voiced the lead character in DreamWorks Animation 's Trolls  ( 2016 )  , which soundtrack includes his fifth Billboard Hot 100 chart-topping single , `` Ca n't Stop the Feeling ! ''"
3054,"John Gavin Malkovich  ( born December 9 , 1953 )  is an American actor , director , and producer ."
3055,"Ramzan Akhmadovich Kadyrov  (  [ Рамза́н Ахма́тович Кады́ров , p = rɐˈmzan ɐxˈmadəvʲɪtɕ kɐˈdɨrəf ]  , Къадар Ахьмат-кIант Рамзан , Q̇adar Aẋmat-khant Ramzan born 5 October 1976 )  is the Head of the Chechen Republic and a former member of the Chechen independence movement ."
3056,DeGeneres announced it on her show saying that the label would concentrate on less known artists and that she had been looking for videos of performances on YouTube .
3057,"The lead single , `` Nobody Love '' , was released in the spring and became her first US Billboard Hot 100 appearance ."
3058,"Mickey Charles Mantle  ( October 20 , 1931 -- August 13 , 1995 )  , nicknamed The Commerce Comet and The Mick , was an American professional baseball player ."
3059,"WeChat is a Chinese social media  ( instant messaging , commerce and payment services )  application developed by Tencent ."
3060,"The film is a love story between Bobby  ( Pacino )  , a young addict and small-time hustler , and Helen  ( Kitty Winn )  , a restless woman whom finds Bobby charismatic ."
3061,"At age 26 , he began his first military campaign against the Austrians and their Italian allies -- winning virtually every battle , conquering the Italian Peninsula in a year , and becoming a national hero ."
3062,"As described by Goodreads : `` Yardie is , quite simply , a literary sensation in England ."
3063,"Floyd Joy Mayweather Jr.  ( born Floyd Joy Sinclair ; February 24 , 1977 )  is an American former professional boxer who competed from 1996 to 2015 , and currently works as a boxing promoter ."
3064,"A high school athlete , Welling initially worked in construction and , in 1998 , he successfully modeled men 's clothing for several popular brands ."
3065,"Ranked World No. 11 in singles as of January 28 , 2017 , Williams has been ranked World No. 1 by the Women 's Tennis Association on three occasions , for a total of 11 weeks ."
3066,"The area now called England was first inhabited by modern humans during the Upper Palaeolithic period , but takes its name from the Angles , one of the Germanic tribes who settled during the 5th and 6th centuries ."
3067,"Equidae  ( sometimes known as the horse family )  is the taxonomic family of horses and related animals , including the extant horses , donkeys , and zebras , and many other species known only from fossils ."
3068,"Intimacy is a 2001 British film directed by Patrice Chéreau , starring Mark Rylance and Kerry Fox ."
3069,Coldplay are a British rock band formed in 1996 by lead vocalist and keyboardist Chris Martin and lead guitarist Jonny Buckland at University College London  ( UCL )  .
3070,Avril Ramona Lavigne  (  [ ˈævrɪl ləˈviːn ]   [ avʁil laviɲ ]  )   ( born 27 September 1984 )  is a Canadian singer-songwriter and actress .
3071,"is a Japanese book and video game publisher headquartered in Chiyoda , Tokyo , Japan ."
3072,"Waters became the band 's primary lyricist and conceptual leader , devising the concepts behind their albums The Dark Side of the Moon  ( 1973 )  , Wish You Were Here  ( 1975 )  , Animals  ( 1977 )  , The Wall  ( 1979 )  and The Final Cut  ( 1983 )  ."
3073,Measles is a highly contagious infection caused by the measles virus .
3074,"It is home to several professional sports franchises , including the Winnipeg Blue Bombers  ( Canadian football )  , the Winnipeg Jets  ( ice hockey )  , Manitoba Moose  ( ice hockey )  and the Winnipeg Goldeyes  ( baseball )  ."
3075,"eleveneleven is a record label founded in 2010 by Mike Hamlin , Ellen DeGeneres and her production company , A Very Good Production , in association with longtime affiliate Warner Bros. ."
3076,"Remote Control Productions , Inc. is a film score company run by composer Hans Zimmer and based in Santa Monica , California ."
3077,"More than 11,000 athletes from 205 National Olympic Committees , including first time entrants Kosovo , South Sudan , and the Refugee Olympic Team , took part ."
3078,"The Guest is a 2014 American action horror-thriller film directed and edited by Adam Wingard and written by Simon Barrett , both of whom previously collaborated on a previous film , You 're Next  ( 2011 )  ."
3079,"The film stars Sandra Bullock and Ryan Reynolds , Betty White , Mary Steenburgen and Craig T. Nelson ."
3080,"Halle Maria Berry  ( born Maria Halle Berry ; August 14 , 1966 )  is an American actress ."
3081,"In Islamic theology , God  (  [ الله , translit = Allah , Allāh ]  )  is the all-powerful and all-knowing creator , sustainer , ordainer and judge of everything in existence ."
3082,He made his screen debut in the role of Peagreen Clock in The Borrowers  ( 1997 )  and he portrayed Louis T. Leonowens in Anna and the King  ( 1999 )  .
3083,"His other works contributed include The Crazies , Creepshow , Martin , Monkey Shines , and The Dark Half ."
3084,"Barker has also performed as a frequent collaborator with hip-hop artists , and with the alternative rock band +44 , the rap rock group the Transplants , the alternative rock band Box Car Racer , and most recently with Antemasque ."
3085,"In addition to Washington , the film also stars Viola Davis , Stephen Henderson , Jovan Adepo , Russell Hornsby , Mykelti Williamson and Saniyya Sidney ."
3086,"He attended the Actors Studio , made his first television appearance in 1954 , and soon after appeared alongside James Dean in Rebel Without a Cause  ( 1955 )  and Giant  ( 1956 )  ."
3087,"The second season of the South Korean reality television competition show K-pop Star premiered on SBS on November 18 , 2012 , airing Sunday evenings at 4:55 pm KST as part of the Good Sunday lineup ."
3088,Champion is a 1949 American film noir drama sport film based on a short story by Ring Lardner .
3089,"Turn : Washington 's Spies was renewed for a second 10-episode season on June 23 , 2014 , which premiered on April 13 , 2015 , and for a third 10-episode season on July 15 , 2015 , which premiered on April 25 , 2016 ."
3090,"She played the younger version of the female lead in the 2014 film The Best of Me and starred in the 2010 films , Trust and The Last Sin Eater ."
3091,"He is best known for playing Julius Caesar and Cupid in Xena : Warrior Princess and Hercules : The Legendary Journeys , Éomer in the second and third installments of Peter Jackson 's The Lord of the Rings trilogy , Vaako in second and third installments of the Riddick film series , Dr. Leonard `` Bones '' McCoy in Star Trek , Star Trek Into Darkness and Star Trek Beyond , and Judge Dredd in Dredd ."
3092,"It stars the voices of Steve Carell in a dual role , Kristen Wiig , and Trey Parker ."
3093,Absolute Beginners is a 1986 British rock musical film adapted from Colin MacInnes ' book of the same name about life in late 1950s London .
3094,"Unlike many other football clubs , the supporters own and operate Barcelona ."
3095,Despicable Me 3 is an upcoming American 3D computer-animated comedy film that is being produced by Illumination Entertainment and released by Universal Pictures .
3096,"A replacement for the ineffective League of Nations , the organization was established on 24 October 1945 after World War II in order to prevent another such conflict ."
3097,Boardwalk Empire is an American period crime drama television series created by Terence Winter and airing on premium cable channel HBO .
3098,"Ricardo Leyva Muñoz Ramírez , known as Richard Ramirez  ( February 29 , 1960 -- June 7 , 2013 )  , was an American serial killer , rapist , and burglar ."
3099,Music Bank is a South Korean music program which airs every Friday at 17:00 KST on KBS2 .
3100,"It premiered on The WB on September 13 , 2005 , and was written by series creator Eric Kripke and directed by David Nutter ."
3101,One More Light is the seventh studio album by American rock band Linkin Park .
3102,"The Dakota , also known as Dakota Apartments , is a cooperative apartment building located on the northwest corner of 72nd Street and Central Park West in the Upper West Side of Manhattan in New York City , United States ."
3103,"The show returned to The '90s Are All That for one night , and aired on March 21 , 2013 ."
3104,"Farrah Fawcett  ( born Ferrah Leni Fawcett ; February 2 , 1947 -- June 25 , 2009 )  was an American actress and artist ."
3105,"Major League Soccer  ( MLS )  is a men 's professional soccer league , sanctioned by U.S. Soccer , that represents the sport 's highest level in both the United States and Canada ."
3106,"Marie Skłodowska Curie  (  [ ˈkjʊri ,   kjʊˈriː ]   [ kyʁi ]  ;  [ kʲiˈri ]  ; 7 November 18674 July 1934 )  , born Maria Salomea Skłodowska  (  [ ˈmarja salɔˈmɛa skwɔˈdɔfska ]  )  , was a Polish and naturalized-French physicist and chemist who conducted pioneering research on radioactivity ."
3107,"He played 22 seasons in Major League Baseball  ( MLB )  for the Seattle Mariners , Texas Rangers , and New York Yankees ."
3108,"The jackfruit is a multiple fruit , composed of hundreds to thousands of individual flowers , and it is the fleshy petals that are eaten ."
3109,"The jackfruit  ( Artocarpus heterophyllus )  , also known as jack tree , jakfruit , or sometimes simply jack or jak , is a species of tree in the fig , mulberry , and breadfruit family  ( Moraceae )  ."
3110,"He has been host of The Marc Maron Show and co-host of both Morning Sedition and Breakroom Live , all politically oriented shows produced by Air America Media ."
3111,`` 7 Things '' is a song by American singer-songwriter and actress Miley Cyrus .
3112,"The story revolves around Agent 47 , a professional hitman , who was engineered to be an assassin by the group known as `` The Organization '' ."
3113,"Walter Bruce Willis  ( born March 19 , 1955 )  is an American actor , producer , and singer ."
3114,"In addition to chronicling the friendships and romantic relationships of the characters , the show also addressed numerous topical issues such as date rape , gay rights , animal rights , alcoholism , drug abuse , domestic violence , sex , antisemitism , racism , teenage suicide , teenage pregnancy , and AIDS ."
3115,An extreme environment contains conditions that are hard to survive for most known life forms .
3116,"It stars the voices of Steve Carell in a dual role , Kristen Wiig , and Trey Parker ."
3117,"Selena Marie Gomez  (  [ səˈliːnə məˈɹiː ˈɡoʊmɛz ]  ;  [ seˈlena ˈɣomes ]  ; born July 22 , 1992 )  is an American actress and singer ."
3118,"Jack Roosevelt Robinson  ( January 31 , 1919 -- October 24 , 1972 )  was an American professional baseball second baseman who became the first African American to play in Major League Baseball  ( MLB )  in the modern era ."
3119,Dhool  ( Super )  is a 2003 Indian Tamil-language action masala film directed by Dharani .
3120,He currently stars in the ABC political drama Scandal .
3121,"He occasionally sang lead vocals , usually for one song on an album , including `` With a Little Help from My Friends '' , `` Yellow Submarine '' and their cover of `` Act Naturally '' ."
3122,"Snoop Dogg has starred in motion pictures and hosted several television shows , including Doggy Fizzle Televizzle , Snoop Dogg 's Father Hood , and Dogg After Dark ."
3123,"Four months after finishing third in the seventh series of British reality singing contest The X Factor in December 2010 , One Direction began recording the album in Sweden , UK and the United States , working with a variety of writers and producers ."
3124,"Marilyn Monroe  ( born Norma Jeane Mortenson ; June 1 , 1926 -- August 5 , 1962 )  was an American actress and model ."
3125,"Justified is an American crime drama television series that premiered on March 16 , 2010 , on the FX network ."
3126,The miniseries was written by Richard Price and Steven Zaillian and directed by Zaillian and James Marsh .
3127,"She rose to fame in 2004 as a finalist on the third season of American Idol , coming in seventh place ."
3128,Trevor Baxter  ( born 18 November 1932 )  is a British actor and playwright .
3129,"Taal  ( English : Rhythm )  is a 1999 Bollywood musical romantic drama film co written , edited , produced and directed by Subhash Ghai ."
3130,"Alani Nicole `` La La '' Anthony  ( née Vázquez ; born June 25 , 1979 )  is a television personality , New York Times best-selling author , business woman , producer and actress ."
3131,"By the age of 18 , with no formal training in graphic illustration , Cobb was working as an animation `` inbetweener '' artist for Disney Studios in Burbank , California ."
3132,"Referred to as the `` songbird supreme '' by the Guinness World Records , she has a five-octave vocal range , power , melismatic style and signature use of the whistle register ."
